latitude,longitude,spp_richness,N_dep_kghayr,precip_mm,temp_C_ave,pH,CL_kghayr_lower,CL_kghayr_upper,CL_kghayr,EX_kghayr,two_class_veg,NVC_1_name,NVC_2_name,NVC_Alliance,proj_orig
38.2,-80.9,5,11.2,1197.73,10.99,4.6,11.2,12.46,11.79,-0.59,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Pinus strobus - Quercus (alba, rubra, velutina) Forest Alliance",WV
38.1,-80.9,26,10.62,1176.58,10.79,3.9,9.65,10.87,10.27,0.35,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81,6,10.58,1155.56,11.97,4.5,10.99,12.22,11.57,-0.99,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.2,-80.9,6,10.72,1165.78,11.3,4,9.89,11.08,10.48,0.24,closed_canopy,Forest,Deciduous forest,Liriodendron tulipifera Forest Alliance,WV
38.2,-80.9,16,10.72,1171.59,10.91,4.3,10.57,11.74,11.14,-0.42,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-80.9,10,10.72,1169.13,11.44,3.9,9.65,10.87,10.27,0.45,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
38.2,-80.9,1,10.72,1169.13,11.44,4,9.89,11.08,10.48,0.24,closed_canopy,Forest,Deciduous forest,"Quercus prinus - (Quercus coccinea, Quercus velutina) Forest Alliance",WV
38.2,-80.9,2,10.72,1169.13,11.44,3.9,9.65,10.87,10.27,0.45,closed_canopy,Forest,Evergreen forest,Pinus virginiana Forest Alliance,WV
38.2,-81.1,13,10.83,1165.3,12.14,3.9,9.65,10.87,10.27,0.56,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81.1,19,10.83,1169.59,12.04,4.6,11.2,12.46,11.79,-0.96,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-80.9,6,10.74,1188.12,11.15,4.1,10.12,11.3,10.7,0.04,closed_canopy,Forest,Mixed evergreen-deciduous forest,Tsuga canadensis - Liriodendron tulipifera Forest Alliance,WV
38.2,-81,23,10.58,1155.56,11.97,4.2,10.35,11.52,10.92,-0.34,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.2,-81,8,10.58,1155.56,11.97,3.8,9.41,10.66,10.05,0.53,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.2,-81,1,10.68,1174.76,11.44,3.6,8.91,10.26,9.62,1.06,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.2,-81,7,10.68,1176.75,11.19,4.6,11.2,12.46,11.79,-1.11,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81,10,10.68,1174.76,11.44,4.7,11.4,12.69,12,-1.33,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.2,-80.9,7,11.2,1196.39,11.46,3.9,9.65,10.87,10.27,0.93,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-80.9,24,11.2,1193,11.32,4.3,10.57,11.74,11.14,0.06,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-80.9,1,10.74,1189.49,11.39,3.8,9.41,10.66,10.05,0.69,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
38.2,-81.1,47,10.89,1156.71,11.87,5.8,13.44,15.57,14.39,-3.5,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81.1,32,10.89,1156.71,11.87,5.7,13.26,15.3,14.18,-3.28,closed_canopy,Forest,Deciduous forest,Liriodendron tulipifera - Tilia americana var. heterophylla - Aesculus flava - Acer saccharum Forest Alliance,WV
38.2,-81,16,10.99,1152.65,12.04,4.1,10.12,11.3,10.7,0.29,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81,14,10.53,1163.41,11.54,4.4,10.78,11.97,11.35,-0.82,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.2,-81.1,8,10.99,1149.84,11.9,3.8,9.41,10.66,10.05,0.94,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81.1,5,10.99,1149.84,11.9,4.1,10.12,11.3,10.7,0.29,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81,18,10.68,1172.79,11.67,3.9,9.65,10.87,10.27,0.41,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.2,-81,17,10.68,1174.76,11.44,4.5,10.99,12.22,11.57,-0.89,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39.1,-79.3,2,13.34,1167.27,8.08,3.7,7.63,8.56,8.09,5.25,open_canopy,Woodland,Evergreen woodland,Picea rubens Woodland Alliance,WV
38.9,-79.2,17,9.51,953.64,9.64,6.8,15.18,18.29,16.57,-7.06,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39,-79.1,34,9.14,917.71,10.88,7.2,15.86,19.38,17.43,-8.29,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39,-79.1,1,9.14,890.06,11.73,4.2,10.35,11.52,10.92,-1.78,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39,-79.1,44,9.14,890.06,11.73,7.5,16.38,20.22,18.09,-8.94,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.9,-79.2,27,9.51,920.97,11.19,7.3,8.83,9.45,9.14,0.37,open_canopy,Woodland,Evergreen woodland,Thuja occidentalis Woodland Alliance,WV
38.9,-79.2,26,9.5,912.48,10,7.5,16.38,20.22,18.09,-8.59,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.9,-79.2,14,9.5,912.48,10,7.6,16.55,20.5,18.3,-8.81,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39.2,-79.1,3,12.09,1079.07,8.72,4.1,10.12,11.3,10.7,1.39,closed_canopy,Forest,Deciduous forest,"Quercus prinus - (Quercus coccinea, Quercus velutina) Forest Alliance",WV
39.3,-79.1,5,12.09,1079.07,8.72,3.5,7.33,8.24,7.78,4.31,open_canopy,Woodland,Mixed evergreen - deciduous woodland,"Pinus (rigida, pungens, virginiana) - Quercus prinus Woodland Alliance",WV
39,-79.2,41,9.27,928.34,11.39,5.9,13.62,15.83,14.61,-5.34,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39,-79.2,24,9.54,940.08,10.91,5.7,13.26,15.3,14.18,-4.64,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39,-79.2,22,9.27,944.73,11.54,5,11.98,13.46,12.66,-3.39,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.1,-80.5,37,12.25,1315.39,7.73,4.1,10.12,11.3,10.7,1.55,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.1,-80.5,24,10.72,1468.32,7.89,3.7,9.16,10.46,9.83,0.89,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.1,-80.5,14,13.25,1490.72,7.95,3.7,9.16,10.46,9.83,3.42,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
37.9,-80.2,27,9.67,1043.25,10.68,4.8,11.6,12.95,12.22,-2.56,closed_canopy,Forest,Evergreen forest,Pinus strobus Forest Alliance,WV
38,-80.4,36,8.39,1059.55,10.43,6.9,8.93,9.59,9.26,-0.87,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,(Juniperus virginiana) / Schizachyrium scoparium - (Bouteloua curtipendula) Wooded Herbaceous Alliance,WV
37.9,-80.3,38,9.06,1076.53,10.49,5.3,12.54,14.24,13.31,-4.25,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38,-80.4,25,8.45,1038.65,10.73,5.9,13.62,15.83,14.61,-6.17,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38,-80.3,30,8.56,1039.7,10.69,6.7,15.01,18.01,16.35,-7.79,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
37.8,-80.4,2,8.96,1003.91,10.52,4,9.89,11.08,10.48,-1.53,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.1,-80.5,9,13.04,1495.58,8.22,3.9,9.65,10.87,10.27,2.77,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.2,-79.1,4,12.09,1003.77,9.86,4.7,11.4,12.69,12,0.08,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.2,-79.1,3,12.09,1000.55,9.12,4.2,10.35,11.52,10.92,1.17,closed_canopy,Forest,Deciduous forest,"Quercus prinus - (Quercus coccinea, Quercus velutina) Forest Alliance",WV
39.2,-79.1,2,12.09,1000.55,9.12,3.9,7.39,8.22,7.8,4.29,open_canopy,Woodland,Mixed evergreen - deciduous woodland,"Pinus (rigida, pungens, virginiana) - Quercus prinus Woodland Alliance",WV
39.2,-79.1,2,12.09,1003.77,9.86,5.1,12.17,13.71,12.87,-0.79,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
37.7,-80.3,32,9.73,1117.32,9.01,4.6,11.2,12.46,11.79,-2.05,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
37.7,-80.3,14,9.73,1103.57,9.12,4.5,10.99,12.22,11.57,-1.84,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39,-78.7,4,11.7,1087.54,10.09,4,9.89,11.08,10.48,1.21,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.9,-78.7,15,12.29,1075.19,9.6,3.8,9.41,10.66,10.05,2.24,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.9,-78.7,18,12.29,1075.19,9.6,4.7,11.4,12.69,12,0.29,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.9,-78.7,2,12.29,1074.21,10.08,4,9.89,11.08,10.48,1.81,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.5,-79.3,15,11.67,1167.49,7.79,3.9,9.65,10.87,10.27,1.41,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.5,-79.2,6,11.67,1184.6,7.4,4.1,10.12,11.3,10.7,0.97,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.5,-79.2,16,11.67,1184.6,7.4,3.6,8.91,10.26,9.62,2.06,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.6,-79.2,10,10.73,1130.58,7.86,4.4,10.78,11.97,11.35,-0.62,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.6,-79.2,11,10.73,1130.58,7.86,3.9,9.65,10.87,10.27,0.46,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.6,-79.2,5,10.73,1130.58,7.86,4.6,11.2,12.46,11.79,-1.06,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.6,-79.2,7,10.73,1108.74,8.59,3.9,9.65,10.87,10.27,0.46,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39,-78.7,26,11.78,1044.17,10.54,4.4,10.78,11.97,11.35,0.43,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.6,-79.2,12,10.83,1121.49,8.4,4.3,10.57,11.74,11.14,-0.3,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.5,-79.2,22,11.83,1232.47,7.43,3.5,8.66,10.07,9.4,2.43,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.5,-79.2,20,11.83,1232.47,7.43,3.7,9.16,10.46,9.83,1.99,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.5,-79.2,10,11.83,1232.47,7.43,3.6,8.91,10.26,9.62,2.21,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.5,-79.2,10,11.44,1234.99,7.44,3.6,8.91,10.26,9.62,1.82,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.7,-79.1,11,11.41,1160.91,8.15,3.7,9.16,10.46,9.83,1.58,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.7,-79.1,5,10.55,1169.53,8.19,4.4,10.78,11.97,11.35,-0.81,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.7,-79.1,4,10.35,1122.79,8.08,4.1,10.12,11.3,10.7,-0.35,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.7,-79.1,11,11.41,1175.51,8.23,3.9,9.65,10.87,10.27,1.14,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39.1,-78.5,8,11.15,1026.83,9.7,4,9.89,11.08,10.48,0.66,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39,-78.7,23,11.59,1038.09,10.17,5.1,12.17,13.71,12.87,-1.28,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39.1,-78.5,6,11.64,1034.96,9.69,3.9,9.65,10.87,10.27,1.37,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.9,-78.7,26,12.29,1098.12,9.65,4,9.89,11.08,10.48,1.81,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.9,-78.7,4,12.5,1072.11,9.29,4.1,10.12,11.3,10.7,1.8,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.9,-78.7,17,11.76,1063.36,9.67,4,9.89,11.08,10.48,1.27,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.9,-78.7,14,12.29,1063.02,9.38,3.8,9.41,10.66,10.05,2.24,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.9,-78.8,19,11.69,1098.1,9.07,3.7,9.16,10.46,9.83,1.85,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.9,-78.8,2,12,1098.1,9.07,3.7,9.16,10.46,9.83,2.17,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.9,-78.7,2,11.69,1097.59,9.17,3.8,9.41,10.66,10.05,1.64,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
38.8,-78.8,7,11.1,1047.01,9.32,3.8,9.41,10.66,10.05,1.05,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
38.8,-78.8,13,11.1,1044.8,9.51,4,9.89,11.08,10.48,0.61,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.8,-78.8,5,11.1,1037.55,9.36,3.8,9.41,10.66,10.05,1.05,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
38.5,-79.3,1,11.67,1193.17,7.68,4.6,11.2,12.46,11.79,-0.11,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
37.7,-80.3,20,10.67,1084.5,10.91,4.4,10.78,11.97,11.35,-0.68,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39,-78.7,4,11.67,1040.52,9.85,3.7,9.16,10.46,9.83,1.83,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39,-78.6,12,11.67,1063.15,9.79,3.7,9.16,10.46,9.83,1.83,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39,-78.6,1,11.67,1063.15,9.79,3.8,9.41,10.66,10.05,1.62,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39.3,-77.8,11,12.25,1003.69,12.13,5,11.98,13.46,12.66,-0.41,closed_canopy,Forest,Mixed evergreen-deciduous forest,"Quercus spp. - Pinus (rigida, echinata) Forest Alliance",WV
39.3,-77.8,11,12.13,1008.45,12.16,4.3,10.57,11.74,11.14,1,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,11,12.13,1008.45,12.16,4.3,10.57,11.74,11.14,1,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,1,12.25,1018,11.43,5,11.98,13.46,12.66,-0.41,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
39.3,-77.7,9,12.25,1018,11.43,5,11.98,13.46,12.66,-0.41,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,12,12.25,1012.38,12.04,5,7.73,8.56,8.14,4.11,open_canopy,Woodland,Deciduous woodland,Fraxinus americana - Carya glabra - (Juniperus virginiana) Woodland Alliance,WV
39.3,-77.7,6,12.25,1015.43,11.42,5,7.8,8.59,8.19,4.06,open_canopy,Woodland,Mixed evergreen - deciduous woodland,"Pinus (rigida, pungens, virginiana) - Quercus prinus Woodland Alliance",WV
39.3,-77.8,4,12.25,1003.69,12.13,4.3,10.57,11.74,11.14,1.11,closed_canopy,Forest,Deciduous forest,Liriodendron tulipifera - Tilia americana var. heterophylla - Aesculus flava - Acer saccharum Forest Alliance,WV
39.3,-77.7,20,12.25,1015.12,12.03,5,7.73,8.56,8.14,4.1,open_canopy,Woodland,Deciduous woodland,Fraxinus americana - Carya glabra - (Juniperus virginiana) Woodland Alliance,WV
39.3,-77.7,4,12.32,1017.31,11.34,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,19,12.25,1008.78,12.25,4.3,10.57,11.74,11.14,1.11,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.7,5,12.32,1017.31,11.34,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,Liriodendron tulipifera Forest Alliance,WV
39.3,-77.7,5,12.32,1015.52,11.48,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
39.3,-77.7,8,12.32,1017.31,11.34,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.8,15,12.25,1006,12.2,4.3,10.57,11.74,11.14,1.11,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
39.3,-77.8,19,12.25,1008.78,12.25,4.3,10.57,11.74,11.14,1.11,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,41,11.31,1003.56,12.16,6.7,15.01,18.01,16.35,-5.04,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,16,11.31,1003.56,12.16,6.7,15.01,18.01,16.35,-5.04,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,30,11.31,1003.56,12.16,6.7,15.01,18.01,16.35,-5.04,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,15,11.31,1003.56,12.16,5.5,12.9,14.77,13.74,-2.43,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.7,9,12.32,1015.52,11.48,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
39.3,-77.7,12,12.25,1013.61,11.62,5,11.98,13.46,12.66,-0.41,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,9,12.25,1013.61,11.62,5.6,13.08,15.04,13.96,-1.71,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,21,12.13,1008.45,12.16,4.3,10.57,11.74,11.14,1,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.8,24,12.13,1006.54,12.15,4.3,7.31,8.25,7.78,4.35,open_canopy,Woodland,Deciduous woodland,Fraxinus americana - Carya glabra - (Juniperus virginiana) Woodland Alliance,WV
39.3,-77.7,5,12.25,1008.78,12.25,5,11.98,13.46,12.66,-0.41,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.8,16,12.13,1010.6,12.03,4.3,10.57,11.74,11.14,1,closed_canopy,Forest,Deciduous forest,Quercus prinus - Quercus rubra Forest Alliance,WV
39.3,-77.8,7,12.25,1003.59,12.16,5,11.98,13.46,12.66,-0.41,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,3,12.25,1013.61,11.62,5.6,13.08,15.04,13.96,-1.71,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.3,-77.7,13,12.25,1011.23,12.1,4.3,10.57,11.74,11.14,1.11,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,7,12.32,1015.17,11.49,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,9,12.32,1015.17,11.49,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,"Quercus prinus - (Quercus coccinea, Quercus velutina) Forest Alliance",WV
39.3,-77.7,4,12.32,1015.17,11.49,4.8,11.6,12.95,12.22,0.1,closed_canopy,Forest,Deciduous forest,"Carya (glabra, ovata) - Fraxinus americana - Quercus (alba, rubra) Forest Alliance",WV
39.3,-77.7,12,12.32,1015,12.23,5,11.98,13.46,12.66,-0.34,closed_canopy,Forest,Deciduous forest,Liriodendron tulipifera - Tilia americana var. heterophylla - Aesculus flava - Acer saccharum Forest Alliance,WV
39.2,-78.5,24,10.77,979.63,10.53,6.7,15.01,18.01,16.35,-5.58,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.2,-78.5,14,10.77,979.63,10.53,6.7,15.01,18.01,16.35,-5.58,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.2,-78.5,21,11.24,919.39,11.32,5,11.98,13.46,12.66,-1.42,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.2,-78.5,19,11.24,916.86,11.34,4.8,11.6,12.95,12.22,-0.98,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39.2,-78.5,6,11.24,913,11.29,4.3,10.57,11.74,11.14,0.1,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
39,-78.9,1,10.76,1118.89,9.18,3.7,9.16,10.46,9.83,0.93,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39,-78.9,1,10.76,1118.89,9.18,4,9.89,11.08,10.48,0.27,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39,-78.9,1,10.76,1118.89,9.18,3.7,9.16,10.46,9.83,0.93,closed_canopy,Forest,Deciduous forest,Acer saccharum - Betula alleghaniensis - (Fagus grandifolia) Forest Alliance,WV
39.1,-78.9,16,10.02,874.33,11.26,3.7,9.16,10.46,9.83,0.18,closed_canopy,Forest,Deciduous forest,"Quercus alba - (Quercus rubra, Carya spp.) Forest Alliance",WV
